CpG,Beta,SE,P,StudyID
cg22261987,0.0514,0.0078,8.5e-10,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22291365,-0.0461,0.00785,2.9e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22325292,0.1003,0.02213,1.2e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22367872,0.0535,0.00915,3.3e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22395255,0.0207,0.00472,2.2e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22406469,-0.0138,0.00332,5.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22433759,0.0513,0.01038,2.1e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22452837,0.0688,0.01578,2.5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22475576,-0.0204,0.00488,4.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22488717,-0.0161,0.00343,6.4e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22494932,-0.126,0.02228,8.4e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22496339,-0.0725,0.01787,8.2e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22524514,-0.0215,0.00405,4.5e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22534509,0.0386,0.00688,1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22535103,0.0936,0.01627,5.3e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22535403,-0.0492,0.00993,2e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22568540,0.0471,0.01158,8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22597665,0.013,0.0032,7.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22601917,-0.0429,0.00878,2.8e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22619824,0.0252,0.00601,4.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22697572,0.037,0.00715,7.8e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22721998,0.0522,0.00837,5.1e-09,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22724854,-0.0618,0.01451,3.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22730830,-0.0423,0.00944,1.5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22748452,-0.048,0.00825,3.7e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22790377,-0.0653,0.0108,1.3e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22791643,0.0598,0.01319,1.2e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22793067,-0.0442,0.01005,2.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22795610,-0.0243,0.00546,1.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22798756,0.0264,0.0057,7.9e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22825644,-0.0337,0.00589,6e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22830273,0.0374,0.00657,7.3e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22836787,0.0269,0.00622,2.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22869564,-0.0184,0.00426,2.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22872778,0.0113,0.00214,4.1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22889887,-0.0275,0.00525,5.9e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22900266,-0.0278,0.0069,9.2e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22906486,-0.0214,0.00505,4e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22947322,-0.0541,0.00995,2.3e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg22993358,-0.0176,0.00324,2.3e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23019585,0.0458,0.00959,4.3e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23045825,-0.0324,0.00479,3.4e-10,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23073032,-0.1419,0.02647,3.3e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23075970,-0.0192,0.00471,7.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23081194,0.0775,0.0163,4.9e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23105471,-0.0335,0.00831,9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23108931,-0.0818,0.01539,4.1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23110109,0.0198,0.00458,2.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23124451,-0.0202,0.00364,1.4e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23139584,-0.0466,0.00867,3.1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23155965,-0.0515,0.01142,1.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23163283,0.0417,0.00778,3.3e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23166289,0.0347,0.00611,7.7e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23251746,0.0489,0.00865,8.6e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23255963,-0.0259,0.0058,1.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23261375,0.1167,0.02298,1.2e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23271530,0.0196,0.00448,2.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23279021,-0.0391,0.00927,4.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23281280,0.0489,0.0106,8.9e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23304464,-0.0858,0.0138,5.4e-09,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23316599,0.0405,0.0082,2.2e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23337754,0.0559,0.00996,1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23353252,0.1054,0.01774,2.1e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23391173,-0.0235,0.00439,3.3e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23420331,0.0409,0.00928,2.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23452259,0.0322,0.00764,4.4e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23457901,0.0326,0.00557,3.3e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23468456,0.1571,0.02623,1.6e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23483530,0.0369,0.00897,6.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23486067,0.0352,0.00594,2.3e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23506842,-0.0315,0.00719,2.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23550082,0.018,0.00382,5.9e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23573665,-0.0443,0.00847,5.9e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23584176,0.1137,0.01949,3.5e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23585251,-0.0163,0.00363,1.4e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23600866,0.0363,0.00675,3.1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23602058,-0.0531,0.01084,2.6e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23606669,0.021,0.00444,5.3e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23630179,-0.0895,0.02234,9.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23639368,-0.0214,0.00474,1.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23662713,-0.0138,0.00329,5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23667955,-0.0215,0.00518,5.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23677291,-0.0287,0.00704,7.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23685965,-0.0243,0.00504,3.8e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23687288,-0.0372,0.00675,1.6e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23688479,0.0262,0.00633,5.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23690369,-0.0041,0.00098,5.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23745444,-0.0342,0.00817,4.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23752752,0.034,0.00691,2.3e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23762517,0.0608,0.01317,8.7e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23772843,-0.0257,0.00505,1.1e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23778370,0.0728,0.01277,6.8e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23786580,0.0403,0.01005,9.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23817169,0.0355,0.00778,1.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23832388,-0.0355,0.00738,3.9e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23856267,-0.05,0.00922,2.5e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23866916,-0.0209,0.00519,9.5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23873703,0.0331,0.00753,2.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23890506,0.0149,0.00366,8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23910392,0.0233,0.00569,6.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23922520,-0.0239,0.00452,4.9e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23931734,-0.019,0.0045,4.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23959977,0.0495,0.00957,7.8e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23961091,0.0378,0.00681,1.3e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg23982678,0.0378,0.00901,4.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24047578,0.0545,0.01165,6.8e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24051749,0.2001,0.04742,4.4e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24068006,0.0796,0.01762,1.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24091438,0.0554,0.01201,8.9e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24100841,-0.1686,0.03046,1.5e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24102817,0.0794,0.01411,9.6e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24104387,0.1079,0.02239,3.7e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24127310,0.1097,0.01456,5.6e-12,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24136318,-0.0345,0.00796,2.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24163568,-0.0317,0.00781,8.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24202021,-0.0129,0.00305,4.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24246628,-0.1387,0.02585,3.2e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24247132,-0.043,0.00998,3.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24258529,0.052,0.00984,4.7e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24267699,-0.0264,0.00623,4.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24289452,-0.0461,0.00922,1.7e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24307368,-0.1633,0.03016,2.6e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24341311,0.0335,0.00784,3.5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24354208,0.0642,0.01042,7.2e-09,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24362016,-0.0362,0.00643,9.6e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24413068,0.0443,0.00896,2.1e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24495298,-0.0172,0.00398,2.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24499411,-0.0332,0.00602,1.6e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24506221,0.1598,0.03481,9.7e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24546155,-0.0399,0.00715,1.2e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24549659,0.0548,0.01179,7.7e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24573321,0.0336,0.00784,3.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24620436,0.0717,0.01604,1.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24638356,0.1432,0.03472,6.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24654266,-0.0601,0.01309,9.6e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24655310,0.0545,0.01317,6.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24680439,-0.0724,0.01779,7.8e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24686644,0.0353,0.00816,2.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24690094,-0.0749,0.0179,5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24693760,0.071,0.01665,3.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24693803,0.0222,0.00495,1.5e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24716879,-0.035,0.00866,8.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24739407,0.037,0.00822,1.4e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24753998,0.0529,0.01196,1.9e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24757553,-0.037,0.00723,9.8e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24779222,0.0227,0.00511,1.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24790912,0.0171,0.00412,5.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24797840,-0.0174,0.00403,3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24808318,-0.0159,0.00386,6.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24826020,-0.0525,0.01215,3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24829409,0.0671,0.01341,1.6e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24847621,0.0415,0.01027,8.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24848467,-0.0535,0.00904,2.4e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24860169,-0.0442,0.00819,2.8e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24874555,-0.0454,0.00846,3.2e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24875017,-0.0803,0.01664,3.6e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24877675,-0.0353,0.00767,9.3e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24894584,-0.0643,0.01202,3.4e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24899006,0.0283,0.00461,7.6e-09,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24906015,0.1459,0.02458,2.2e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24927769,-0.1833,0.03463,4.5e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24955682,0.023,0.00466,2.1e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24985772,0.0874,0.00823,9.6e-20,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg24996315,-0.035,0.00676,7.6e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25013753,0.2176,0.04405,2.2e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25050175,0.0311,0.00734,4.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25063707,-0.031,0.00535,4.2e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25064551,0.0229,0.0057,9.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25095587,-0.01,0.00241,5.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25134647,0.2461,0.04631,4.1e-07,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25140347,-0.0134,0.0032,5.1e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25155022,-0.1725,0.02881,1.7e-08,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25181710,0.0485,0.01147,4.3e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25192855,0.0402,0.0087,8.5e-06,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25243766,0.0335,0.0083,8.7e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg25247520,-0.0208,0.00494,4.6e-05,27886173_Battram-T_ulcerative_colitis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
